4f66A1.pdb1	4f66B1.pdb1
6q6gG1.pdb1	6q6gQ1.pdb1
6q6hA1.pdb1	6q6hL1.pdb1
6q6gL1.pdb1	6q6gP1.pdb1
5g05N1.pdb1	5g05I1.pdb1
6q6gO1.pdb1	6q6gI1.pdb1
6q6gM1.pdb1	6q6gU1.pdb1
6q6gQ1.pdb1	6q6gU1.pdb1
3zn3A1.pdb1	3zn3A2.pdb1
6q6hC1.pdb1	6q6hN1.pdb1
5khrB1.pdb1	5khrQ1.pdb1
5g05J1.pdb1	5g05M1.pdb1
2xpiD1.pdb1	2xpiA1.pdb1
6q6gH1.pdb1	6q6gP1.pdb1
6q6gA1.pdb1	6q6gK1.pdb1
6q6gA1.pdb1	6q6gN1.pdb1
4yiiA1.pdb1	4yiiU1.pdb1
6q6gY1.pdb1	6q6gH1.pdb1
6q6gJ1.pdb1	6q6gR1.pdb1
6q6gJ1.pdb1	6q6gY1.pdb1
5lcwA1.pdb1	5lcwR1.pdb1
5lcwC1.pdb1	5lcwA1.pdb1
5khrA1.pdb1	5khrQ1.pdb1
6q6gO1.pdb1	6q6gA1.pdb1
6q6gR1.pdb1	6q6gV1.pdb1
6q6gO1.pdb1	6q6gV1.pdb1
6q6gY1.pdb1	6q6gZ1.pdb1
4hbeB1.pdb1	4hbeA1.pdb1
4ijnB1.pdb1	4ijnA1.pdb1
4h8eA1.pdb1	4h8eA2.pdb1
6b6uA1.pdb1	6b6uB1.pdb1
4a57A1.pdb1	4a57D1.pdb1
3omlA2.pdb1	3omlA1.pdb1
1k92A1.pdb1	1k92A3.pdb1
1mv8C1.pdb2	1mv8D1.pdb2
3s06B2.pdb1	3s06B1.pdb1
4xnyH1.pdb1	4xnyG1.pdb1
3dnoB1.pdb1	3dnoC1.pdb1
1c1gD1.pdb2	1c1gC1.pdb2
1khhB1.pdb1	1khhA1.pdb1
6pbyE1.pdb1	6pbyC1.pdb1
4zbdA1.pdb1	4zbdB1.pdb1
4muoA1.pdb1	4muoB1.pdb1
5khnB1.pdb1	5khnA1.pdb1
5ifkB1.pdb1	5ifkC1.pdb1
3c97A2.pdb1	3c97A1.pdb1
4khaB1.pdb1	4khaA1.pdb1
4khbD1.pdb2	4khbC1.pdb2
3kh0A1.pdb2	3kh0B2.pdb2
5lcwQ1.pdb1	5lcwZ1.pdb1
4aezI1.pdb3	4aezH1.pdb3
5khuT1.pdb1	5khuO1.pdb1
5khuY1.pdb1	5khuO1.pdb1
5khuG1.pdb1	5khuO1.pdb1
5lcwS1.pdb1	5lcwR1.pdb1
6q6gO1.pdb1	6q6gR1.pdb1
5lcwS1.pdb1	5lcwN1.pdb1
5g05O1.pdb1	5g05K1.pdb1
1g0sB1.pdb1	1g0sA1.pdb1
3kh1B1.pdb1	3kh1A1.pdb1
3rlfF1.pdb1	3rlfE1.pdb1
3rlfG1.pdb1	3rlfE1.pdb1
1khxA2.pdb1	1khxA1.pdb1
2khmA1.pdb1	2khmB1.pdb1
3khoB1.pdb1	3khoA1.pdb1
6mfkA2.pdb2	6mfkA1.pdb2
4algA1.pdb1	4algA2.pdb1
4f4hB1.pdb1	4f4hA1.pdb1
1khtA1.pdb1	1khtB1.pdb1
5khoA1.pdb1	5khoC1.pdb1
3k33A2.pdb1	3k33C2.pdb1
3dd9H1.pdb4	3dd9G1.pdb4
3khfB1.pdb3	3khfA1.pdb3
3hs2H1.pdb4	3hs2G1.pdb4
3tqcA1.pdb1	3tqcB1.pdb1
5b89B1.pdb1	5b89A1.pdb1
5fiwD1.pdb2	5fiwB1.pdb2
1zs3I1.pdb1	1zs3K1.pdb1
4zsvA1.pdb1	4zsvB1.pdb1
1k6yB1.pdb2	1k6yA1.pdb2
5hqtA2.pdb1	5hqtA1.pdb1
6if5A1.pdb1	6if5B1.pdb1
1zhlA1.pdb1	1zhlC1.pdb1
3bwgA1.pdb1	3bwgB1.pdb1
4tptA1.pdb1	4tptB1.pdb1
6o63A1.pdb1	6o63B1.pdb1
2zslA1.pdb1	2zslA2.pdb1
6eowB1.pdb1	6eowA1.pdb1
3zssA1.pdb1	3zssB1.pdb1
1e5xA1.pdb1	1e5xB1.pdb1
3zs8C1.pdb1	3zs8A1.pdb1
3ug7B2.pdb2	3ug7B1.pdb2
4zsoE1.pdb1	4zsoB1.pdb1
5x8mA1.pdb1	5x8mC1.pdb1
4zs7A1.pdb1	4zs7H1.pdb1
4zs7A1.pdb1	4zs7L1.pdb1
2zshA1.pdb1	2zshB1.pdb1
2zs0C4.pdb1	2zs0B4.pdb1
2zfoA4.pdb1	2zfoD4.pdb1
2izbA3.pdb1	2izbA2.pdb1
6h26A2.pdb1	6h26A1.pdb1
1ou9A1.pdb1	1ou9A2.pdb1
5do2L1.pdb2	5do2B1.pdb2
2ghwD1.pdb2	2ghwC1.pdb2
4w98A2.pdb1	4w98A1.pdb1
5mc1B1.pdb1	5mc1A1.pdb1
5zsuC1.pdb1	5zsuD1.pdb1
3uyiA1.pdb1	3uyiA2.pdb1
1zsyA1.pdb1	1zsyA2.pdb1
3lm4B1.pdb1	3lm4D1.pdb1
4hwvB1.pdb1	4hwvA1.pdb1
3keuB1.pdb1	3keuA1.pdb1
4ot1H1.pdb1	4ot1A1.pdb1
4ot1A1.pdb1	4ot1L1.pdb1
2zs6A3.pdb1	2zs6B3.pdb1
3zs9A1.pdb1	3zs9D1.pdb1
1zsoA1.pdb1	1zsoB1.pdb1
6iz2A1.pdb1	6iz2A2.pdb1
4iz5C1.pdb3	4iz5F1.pdb3
1emsB1.pdb1	1emsB2.pdb1
2iz1C1.pdb2	2iz1C2.pdb2
3wxmC1.pdb2	3wxmD1.pdb2
6iyxA1.pdb1	6iyxA2.pdb1
5v4fB2.pdb2	5v4fB3.pdb2
3al5B1.pdb1	3al5A1.pdb1
6ks6Q1.pdb1	6ks6H1.pdb1
2qvuB1.pdb1	2qvuA1.pdb1
6o4cH1.pdb2	6o4cG1.pdb2
2lthA1.pdb1	2lthB1.pdb1
6r7nQ1.pdb1	6r7nP1.pdb1
2c9wB1.pdb1	2c9wA1.pdb1
6i5nD1.pdb2	6i5nF1.pdb2
6iziP1.pdb1	6iziQ1.pdb1
4i4nC1.pdb2	4i4nD1.pdb2
1izcA6.pdb1	1izcA3.pdb1
3izoB1.pdb1	3izoA1.pdb1
3izoB1.pdb1	3izoF1.pdb1
2izoC1.pdb1	2izoA1.pdb1
6qtiB1.pdb1	6qtiA1.pdb1
5izvA2.pdb3	5izvA1.pdb3
1izmA2.pdb1	1izmA1.pdb1
2iz6B1.pdb1	2iz6A1.pdb1
2x9gA1.pdb1	2x9gC1.pdb1
5izsD1.pdb2	5izsF1.pdb2
5ykrB1.pdb1	5ykrA1.pdb1
5dwyC1.pdb1	5dwyA1.pdb1
3shrB2.pdb2	3shrA1.pdb2
2izyC1.pdb1	2izyD1.pdb1
2izxB1.pdb1	2izxA1.pdb1
5iznF1.pdb2	5iznE1.pdb2
2a50C2.pdb1	2a50D2.pdb1
2izxB1.pdb1	2izxC1.pdb1
2zw3A1.pdb1	2zw3F1.pdb1
5bseE1.pdb1	5bseF1.pdb1
3iz0A1.pdb1	3iz0E1.pdb1
3iz0C1.pdb1	3iz0E1.pdb1
2ve7D1.pdb2	2ve7B1.pdb2
3aa0A1.pdb1	3aa0B1.pdb1
6izrl1.pdb1	6izrk1.pdb1
6ijbB1.pdb1	6ijbA1.pdb1
5izuA1.pdb1	5izuB1.pdb1
5izuA1.pdb1	5izuC1.pdb1
1t3mB1.pdb1	1t3mA1.pdb1
3mtqA1.pdb1	3mtqB1.pdb1
6gbcA1.pdb1	6gbcA2.pdb1
4eirB1.pdb3	4eirA1.pdb3
2wcwA1.pdb1	2wcwB1.pdb1
1snnA1.pdb1	1snnB1.pdb1
2ii1B1.pdb3	2ii1C1.pdb3
4e70B1.pdb1	4e70A1.pdb1
5tkwA1.pdb1	5tkwA2.pdb1
3sfvB1.pdb1	3sfvA1.pdb1
4e0iA1.pdb1	4e0iB1.pdb1
5tk8A2.pdb1	5tk8A1.pdb1
6amzA1.pdb1	6amzA2.pdb1
4tk1C1.pdb1	4tk1A1.pdb1
3vwvB1.pdb1	3vwvA1.pdb1
1txnB1.pdb1	1txnA1.pdb1
2xblB1.pdb1	2xblC1.pdb1
5xvtA1.pdb1	5xvtA2.pdb1
2zadB4.pdb1	2zadA4.pdb1
5hjfC3.pdb1	5hjfD3.pdb1
3pbpB1.pdb1	3pbpA1.pdb1
3pbpG1.pdb3	3pbpI1.pdb3
4tkrB1.pdb1	4tkrA1.pdb1
5oteA1.pdb1	5oteA2.pdb1
4xi2A1.pdb1	4xi2A2.pdb1
4oitD1.pdb2	4oitC1.pdb2
5aiuA1.pdb1	5aiuE1.pdb1
3u7qD1.pdb1	3u7qB1.pdb1
3u7qC1.pdb1	3u7qD1.pdb1
4r5kB1.pdb1	4r5kA1.pdb1
4g1qB1.pdb1	4g1qA1.pdb1
5m7rA1.pdb1	5m7rB1.pdb1
3tkaA1.pdb1	3tkaA2.pdb1
4zfvA1.pdb1	4zfvB1.pdb1
3tkfA1.pdb1	3tkfB1.pdb1
2p67A1.pdb1	2p67A2.pdb1
3ihlB2.pdb1	3ihlB1.pdb1
6ep5F1.pdb1	6ep5E1.pdb1
3iwmD1.pdb1	3iwmB1.pdb1
1sndA1.pdb2	1sndB1.pdb2
1to2I1.pdb1	1to2E1.pdb1
3eoqA1.pdb1	3eoqB1.pdb1
3sn6R1.pdb1	3sn6A1.pdb1
6qnoR1.pdb1	6qnoB1.pdb1
6nbfA1.pdb1	6nbfN1.pdb1
3sn6N1.pdb1	3sn6B1.pdb1
3sn6A1.pdb1	3sn6B1.pdb1
1gotG1.pdb1	1gotB1.pdb1
6djqC1.pdb2	6djqD1.pdb2
5k3wA1.pdb1	5k3wB1.pdb1
3hzbE1.pdb3	3hzbF1.pdb3
6snyB1.pdb1	6snyA1.pdb1
2vmkB1.pdb1	2vmkA1.pdb1
1oe1A1.pdb1	1oe1A3.pdb1
1ep5C1.pdb1	1ep5B1.pdb1
3tgxE1.pdb3	3tgxF1.pdb3
5d0qD1.pdb1	5d0qC1.pdb1
3gasF1.pdb3	3gasE1.pdb3
2o6nA4.pdb1	2o6nA2.pdb1
3tg7A2.pdb1	3tg7A3.pdb1
5vqfB1.pdb1	5vqfA1.pdb1
5tgiD1.pdb2	5tgiB1.pdb2
6bknA1.pdb3	6bknB1.pdb3
1tgsZ1.pdb1	1tgsI1.pdb1
3tg1A1.pdb1	3tg1B1.pdb1
4dynA3.pdb1	4dynA2.pdb1
4islA1.pdb1	4islB1.pdb1
2c61A1.pdb1	2c61B1.pdb1
3pnyB1.pdb1	3pnyA1.pdb1
5tgcC1.pdb3	5tgcA1.pdb3
5tgcC1.pdb3	5tgcB1.pdb3
5tgcB1.pdb3	5tgcA1.pdb3
5tgcE1.pdb3	5tgcB1.pdb3
5tgcD1.pdb3	5tgcA1.pdb3
5tgnA1.pdb1	5tgnD1.pdb1
2yh6B1.pdb2	2yh6A1.pdb2
3tgoB1.pdb4	3tgoA2.pdb4
3fp7I1.pdb1	3fp7J1.pdb1
3zo5A1.pdb1	3zo5B1.pdb1
3hh7B1.pdb1	3hh7A1.pdb1
4cabC2.pdb2	4cabC1.pdb2
1aksA1.pdb1	1aksB1.pdb1
2qmiA1.pdb1	2qmiE1.pdb1
1sqdA2.pdb1	1sqdA1.pdb1
5th5D1.pdb1	5th5A1.pdb1
4q29B1.pdb1	4q29A1.pdb1
3tgnA1.pdb1	3tgnB1.pdb1
3tg3C1.pdb2	3tg3B1.pdb2
2iycB1.pdb1	2iycA1.pdb1
5tgqA2.pdb1	5tgqA1.pdb1
3bqzA1.pdb1	3bqzB1.pdb1
4bqqB1.pdb1	4bqqA1.pdb1
3kbrA1.pdb1	3kbrA3.pdb1
5k0iA1.pdb1	5k0iA3.pdb1
6bq6B2.pdb1	6bq6A2.pdb1
2q18X3.pdb1	2q18X1.pdb1
6bqcA2.pdb1	6bqcA1.pdb1
3bq7E1.pdb3	3bq7D3.pdb3
5bq8D1.pdb2	5bq8C1.pdb2
4troA2.pdb1	4troA4.pdb1
3gh1A1.pdb1	3gh1D1.pdb1
4bqlC1.pdb2	4bqlB1.pdb2
6bqtJ1.pdb4	6bqtL1.pdb4
6co7C1.pdb1	6co7B1.pdb1
2ltnC1.pdb2	2ltnD1.pdb2
3bqxA1.pdb1	3bqxA2.pdb1
1i88B2.pdb1	1i88A1.pdb1
5nkqD1.pdb2	5nkqC1.pdb2
6bqoA1.pdb2	6bqoC1.pdb2
2ck2B1.pdb1	2ck2A1.pdb1
4zfnA1.pdb1	4zfnB1.pdb1
6bqwH1.pdb1	6bqwI1.pdb1
5ujsB1.pdb1	5ujsA1.pdb1
1qiuD1.pdb2	1qiuF1.pdb2
4f4sL2.pdb2	4f4sM2.pdb2
3zxhA1.pdb1	3zxhB1.pdb1
4u3xD1.pdb2	4u3xC1.pdb2
6nt6B1.pdb1	6nt6A1.pdb1
2b3sA1.pdb3	2b3sB1.pdb3
3bqoA1.pdb1	3bqoB1.pdb1
3bqoA1.pdb1	3bqoA2.pdb1
3kdmL1.pdb1	3kdmH1.pdb1
5a6oB1.pdb1	5a6oA1.pdb1
4bqdC1.pdb1	4bqdA1.pdb1
4bq6A1.pdb2	4bq6D1.pdb2
4bq6C1.pdb2	4bq6D1.pdb2
2pgwH1.pdb1	2pgwC1.pdb1
3mabA1.pdb1	3mabB1.pdb1
5bqtD1.pdb1	5bqtB1.pdb1
4yxpA1.pdb1	4yxpB1.pdb1
6g5fA1.pdb1	6g5fB1.pdb1
5cnsB1.pdb1	5cnsH1.pdb1
6auiA1.pdb1	6auiB1.pdb1
4m1hB1.pdb1	4m1hA1.pdb1
3fq3K1.pdb2	3fq3I1.pdb2
5uqeB1.pdb1	5uqeA1.pdb1
3bq3A2.pdb1	3bq3A1.pdb1
6bq9A1.pdb1	6bq9A2.pdb1
5aovA2.pdb1	5aovA1.pdb1
5bqeA1.pdb1	5bqeC1.pdb1
4a0gB1.pdb1	4a0gA1.pdb1
1nezH1.pdb1	1nezA1.pdb1
1nezH1.pdb1	1nezG1.pdb1
2e4mC1.pdb1	2e4mA1.pdb1
3ah1A1.pdb3	3ah1B1.pdb3
2bqqA1.pdb1	2bqqA2.pdb1
3bqyA1.pdb1	3bqyA2.pdb1
4bqkD1.pdb1	4bqkA1.pdb1
4ilwA1.pdb1	4ilwD1.pdb1
4ewpC1.pdb2	4ewpD1.pdb2
6gggB1.pdb1	6gggA1.pdb1
3npzB1.pdb1	3npzC1.pdb1
5bqdA1.pdb1	5bqdB1.pdb1
3bq8A1.pdb1	3bq8B1.pdb1
6jyoB1.pdb2	6jyoD1.pdb2
6bq0A1.pdb1	6bq0B1.pdb1
4pw9B1.pdb1	4pw9A1.pdb1
1j7nB1.pdb1	1j7nA1.pdb1
2pw9C1.pdb2	2pw9D1.pdb2
1tdjA2.pdb1	1tdjA1.pdb1
3pvtA2.pdb1	3pvtC2.pdb1
1otkA1.pdb1	1otkB1.pdb1
6pw5D1.pdb1	6pw5C1.pdb1
2pw6A2.pdb1	2pw6A1.pdb1
4wziB1.pdb1	4wziA1.pdb1
3wbpA1.pdb1	3wbpB1.pdb1
1pw6A1.pdb3	1pw6B3.pdb3
5tsxG1.pdb2	5tsxL1.pdb2
3pwxB1.pdb1	3pwxA1.pdb1
4pwuA1.pdb1	4pwuB1.pdb1
3pwfB1.pdb2	3pwfA1.pdb2
4pw2A2.pdb1	4pw2A1.pdb1
5bwkD1.pdb1	5bwkK1.pdb1
2wpvF1.pdb3	2wpvE1.pdb3
1pwwD1.pdb2	1pwwB1.pdb2
1s6bB1.pdb1	1s6bA1.pdb1
4pwaD1.pdb2	4pwaB2.pdb2
4d73A1.pdb1	4d73B1.pdb1
4pw1A1.pdb1	4pw1B1.pdb1
2xtsA1.pdb1	2xtsC1.pdb1
4pwyA2.pdb1	4pwyA1.pdb1
5xgbA2.pdb1	5xgbA1.pdb1
4neyB1.pdb1	4neyA1.pdb1
4pw0A1.pdb1	4pw0A2.pdb1
4k3lA1.pdb1	4k3lB1.pdb1
3e6pH1.pdb1	3e6pL1.pdb1
4htcH1.pdb1	4htcI1.pdb1
3pw3B1.pdb1	3pw3C1.pdb1
5k87A1.pdb1	5k87B1.pdb1
5tiaD1.pdb1	5tiaC1.pdb1
1sz7A2.pdb1	1sz7A1.pdb1
4pxhC1.pdb2	4pxhD1.pdb2
1o54A3.pdb1	1o54A4.pdb1
5i8nB1.pdb1	5i8nA1.pdb1
5oqwB1.pdb1	5oqwA1.pdb1
4h6uB1.pdb1	4h6uA1.pdb1
3h6sB1.pdb2	3h6sF1.pdb2
3prnA1.pdb1	3prnA3.pdb1
3a1kA2.pdb2	3a1kA1.pdb2
1gxlC1.pdb2	1gxlD1.pdb2
1h6411.pdb4	1h64Z1.pdb4
5csrA1.pdb1	5csrD1.pdb1
1h6dJ1.pdb3	1h6dL1.pdb3
4h6aB1.pdb1	4h6aA1.pdb1
6e48F1.pdb1	6e48A1.pdb1
5h63B1.pdb6	5h63C1.pdb6
2dt4A1.pdb2	2dt4A3.pdb2
3h6jA3.pdb1	3h6jA2.pdb1
2h6bB2.pdb1	2h6bA2.pdb1
1d4aA1.pdb1	1d4aC1.pdb1
5un7A1.pdb1	5un7B1.pdb1
5wbyB1.pdb1	5wbyD1.pdb1
5h64b1.pdb1	5h64A1.pdb1
5h64A1.pdb1	5h64a1.pdb1
2h63B1.pdb2	2h63D1.pdb2
5h6zB1.pdb1	5h6zA1.pdb1
4ndoA1.pdb1	4ndoB1.pdb1
4pbcB1.pdb1	4pbcA1.pdb1
3hj2B1.pdb1	3hj2A1.pdb1
6h6yF1.pdb1	6h6yB1.pdb1
4k7zA2.pdb1	4k7zA1.pdb1
3e33A1.pdb1	3e33B1.pdb1
1h2tZ1.pdb1	1h2tC1.pdb1
5golA1.pdb1	5golD1.pdb1
1h65B1.pdb2	1h65C1.pdb2
2n0aH1.pdb1	2n0aI1.pdb1
2r14A2.pdb1	2r14A1.pdb1
3q4hC1.pdb1	3q4hD1.pdb1
3h6pB1.pdb1	3h6pA1.pdb1
3h6xB1.pdb1	3h6xA1.pdb1
1ocyA3.pdb1	1ocyA1.pdb1
4m8mB1.pdb1	4m8mA1.pdb1
4hs4D1.pdb4	4hs4C1.pdb4
5h66B1.pdb1	5h66C1.pdb1
5h66B1.pdb1	5h66A1.pdb1
3h6rB2.pdb3	3h6rA1.pdb3
6h6oA1.pdb1	6h6oB1.pdb1
5h6qB1.pdb1	5h6qA1.pdb1
5h6qA1.pdb1	5h6qC1.pdb1
5h6bA2.pdb2	5h6bA1.pdb2
3mi0J1.pdb1	3mi0R1.pdb1
1q5rF2.pdb2	1q5rM2.pdb2
3mi0F1.pdb1	3mi0W1.pdb1
1h6uA1.pdb1	1h6uA2.pdb1
3h6qA1.pdb2	3h6qA2.pdb2
6h6aG2.pdb1	6h6aD3.pdb1
6ev7A1.pdb1	6ev7A2.pdb1
4h61A1.pdb3	4h61B1.pdb3
3ktaD1.pdb2	3ktaC1.pdb2
6havA1.pdb1	6havA2.pdb1
4f3lB1.pdb1	4f3lA1.pdb1
4h63V1.pdb1	4h63F1.pdb1
4h63V1.pdb1	4h63K1.pdb1
5n9jX1.pdb1	5n9jZ1.pdb1
4h63V1.pdb1	4h63Q1.pdb1
4h63V1.pdb1	4h63H1.pdb1
4h63F1.pdb1	4h63K1.pdb1
4h63F1.pdb1	4h63Q1.pdb1
4h63F1.pdb1	4h63H1.pdb1
4h63K1.pdb1	4h63R1.pdb1
4h63K1.pdb1	4h63Q1.pdb1
5n9jU1.pdb1	5n9jV1.pdb1
4h63R1.pdb1	4h63Q1.pdb1
3c0tA1.pdb1	3c0tB1.pdb1
4h63Q1.pdb1	4h63H1.pdb1
5gj4A1.pdb1	5gj4B1.pdb1
4h62Q1.pdb1	4h62K1.pdb1
4h62Q1.pdb1	4h62V1.pdb1
3r84J1.pdb5	3r84I1.pdb5
2h62B1.pdb1	2h62C1.pdb1
5hlyA2.pdb1	5hlyA1.pdb1
4faoW1.pdb4	4faoS1.pdb4
4qfhB1.pdb1	4qfhA1.pdb1
4cl3D2.pdb1	4cl3D1.pdb1
2cuyA1.pdb1	2cuyB1.pdb1
1pymA1.pdb1	1pymA2.pdb1
5hjxB1.pdb1	5hjxA1.pdb1
3gzxA3.pdb1	3gzxA1.pdb1
2bmoB2.pdb1	2bmoA2.pdb1
2bmoB2.pdb1	2bmoB1.pdb1
3mgnD1.pdb2	3mgnE1.pdb2
6hjxC1.pdb1	6hjxH1.pdb1
2ih3C4.pdb1	2ih3B4.pdb1
2ih3C4.pdb1	2ih3A4.pdb1
3effM1.pdb1	3effN1.pdb1
2hj9D1.pdb1	2hj9C1.pdb1
2hj9C1.pdb1	2hj9A1.pdb1
3sjlE1.pdb1	3sjlF1.pdb1
2oizB1.pdb1	2oizA1.pdb1
4edhB1.pdb1	4edhA1.pdb1
1i4mA2.pdb1	1i4mA1.pdb1
5jqpB1.pdb1	5jqpA1.pdb1
6e56H1.pdb2	6e56A1.pdb2
6nbgC1.pdb1	6nbgE1.pdb1
2d1cA1.pdb1	2d1cB1.pdb1
1nirA1.pdb1	1nirB1.pdb1
2hj1B1.pdb1	2hj1A1.pdb1
4g2eA1.pdb1	4g2eA2.pdb1
5twhA2.pdb1	5twhA1.pdb1
4gczA1.pdb1	4gczB1.pdb1
1krrB1.pdb1	1krrC1.pdb1
1jqyO1.pdb2	1jqyN1.pdb2
5u6aA1.pdb1	5u6aE1.pdb1
5ubxZ1.pdb1	5ubxA1.pdb1
1oyjD1.pdb2	1oyjC1.pdb2
5ijwA1.pdb1	5ijwB1.pdb1
5f4wB1.pdb1	5f4wA1.pdb1
4hj0A1.pdb1	4hj0Q1.pdb1
6dkjA1.pdb2	6dkjD1.pdb2
3hhyA1.pdb1	3hhyA2.pdb1
5j6pA1.pdb1	5j6pB1.pdb1
6gg7B1.pdb1	6gg7B2.pdb1
3hj9A1.pdb1	3hj9B1.pdb1
6eguB1.pdb1	6eguC1.pdb1
2p30A2.pdb2	2p30A1.pdb2
4ep4A1.pdb1	4ep4B1.pdb1
2hjmC1.pdb2	2hjmD1.pdb2
4lanB1.pdb1	4lanA1.pdb1
1n3lA2.pdb1	1n3lA1.pdb1
1v1sC2.pdb2	1v1sD2.pdb2
5csmA2.pdb1	5csmA1.pdb1
1goiA1.pdb1	1goiB1.pdb1
5hjsA1.pdb1	5hjsC1.pdb1
4oivA1.pdb1	4oivB1.pdb1
5hjdN1.pdb2	5hjdK1.pdb2
4wujB1.pdb3	4wujD1.pdb3
1rfyB1.pdb2	1rfyB2.pdb2
6bp2B2.pdb1	6bp2A2.pdb1
6bp2B2.pdb1	6bp2B1.pdb1
5hj3P1.pdb2	5hj3A1.pdb2
5kenD1.pdb1	5kenB1.pdb1
5fhcK1.pdb1	5fhcH1.pdb1
5kemA1.pdb1	5kemF1.pdb1
4hjjH1.pdb1	4hjjA1.pdb1
1yphD1.pdb1	1yphF1.pdb1
1choG1.pdb1	1choI1.pdb1
5klbC1.pdb1	5klbA1.pdb1
2bvoC1.pdb1	2bvoA1.pdb1
1xr4A1.pdb1	1xr4B1.pdb1
2hjsA2.pdb1	2hjsA1.pdb1
2hjlC1.pdb1	2hjlA1.pdb1
6chhD1.pdb1	6chhA1.pdb1
3sjnB4.pdb1	3sjnA4.pdb1
5k5sA1.pdb1	5k5sB1.pdb1
1jltA1.pdb1	1jltB1.pdb1
1qahB2.pdb2	1qahB1.pdb2
3mqqB1.pdb1	3mqqA1.pdb1
3n50D3.pdb4	3n50C3.pdb4
4mqdA1.pdb3	4mqdB2.pdb3
3covA1.pdb1	3covB1.pdb1
1gqiA1.pdb1	1gqiB1.pdb1
4mqvD1.pdb2	4mqvC1.pdb2
4ay9H1.pdb2	4ay9Z1.pdb2
4ay9H1.pdb2	4ay9G1.pdb2
4ay9G1.pdb2	4ay9Z1.pdb2
4zh6A1.pdb1	4zh6A2.pdb1
1mqsA1.pdb1	1mqsB1.pdb1
4mqsA1.pdb1	4mqsB1.pdb1
2no7B1.pdb1	2no7A1.pdb1
5mqqE1.pdb3	5mqqF1.pdb3
4zu4A1.pdb1	4zu4B1.pdb1
3ni0A1.pdb1	3ni0B1.pdb1
3nt1A1.pdb1	3nt1B1.pdb1
3mq1D1.pdb3	3mq1C1.pdb3
3bn3A1.pdb1	3bn3B1.pdb1
4ms4A1.pdb1	4ms4B1.pdb1
6mctL1.pdb3	6mctM1.pdb3
3arbA1.pdb1	3arbB1.pdb1
5mq4D1.pdb1	5mq4A1.pdb1
1mk1A2.pdb1	1mk1A1.pdb1
5jhyB1.pdb1	5jhyA1.pdb1
5gqiA5.pdb1	5gqiA1.pdb1
4ddnB1.pdb1	4ddnA1.pdb1
2fr5B1.pdb1	2fr5C1.pdb1
4fhaA1.pdb1	4fhaB1.pdb1
1mqsA1.pdb2	1mqsA2.pdb2
3p7lA2.pdb1	3p7lA1.pdb1
3mqpB1.pdb1	3mqpA1.pdb1
5mq8A1.pdb1	5mq8D1.pdb1
4eneB1.pdb1	4eneA1.pdb1
6hg7B1.pdb1	6hg7C1.pdb1
2mqsD1.pdb1	2mqsA1.pdb1
1mkmB2.pdb1	1mkmA2.pdb1
1ynjK1.pdb1	1ynjB1.pdb1
2be5M1.pdb2	2be5O1.pdb2
2be5E1.pdb1	2be5D1.pdb1
2be5A1.pdb1	2be5C1.pdb1
6asgD1.pdb1	6asgB1.pdb1
2be5D1.pdb1	2be5C1.pdb1
1iw7F1.pdb1	1iw7C1.pdb1
2be5N1.pdb2	2be5P1.pdb2
3mqmA1.pdb3	3mqmB2.pdb3
3ff0B1.pdb1	3ff0A1.pdb1
3ju4A2.pdb1	3ju4A3.pdb1
4ydzC2.pdb1	4ydzA3.pdb1
1kfuL1.pdb1	1kfuS1.pdb1
5juiB1.pdb2	5juiC1.pdb2
4j32A2.pdb1	4j32B1.pdb1
4j32B1.pdb1	4j32B2.pdb1
3juwC2.pdb2	3juwC1.pdb2
3jurD1.pdb1	3jurB1.pdb1
3mavD1.pdb2	3mavC1.pdb2
2e6fA1.pdb1	2e6fB1.pdb1
2ymmA1.pdb2	2ymmB1.pdb2
3ju3A3.pdb1	3ju3A4.pdb1
3ju2A1.pdb1	3ju2A2.pdb1
5j49A2.pdb1	5j49A1.pdb1
2gcqA2.pdb1	2gcqA1.pdb1
1juvA2.pdb1	1juvA1.pdb1
4rhwA1.pdb1	4rhwE1.pdb1
5wveS1.pdb1	5wveV1.pdb1
3boaA2.pdb1	3boaA1.pdb1
2juzB1.pdb1	2juzA1.pdb1
3f1yC1.pdb1	3f1yA1.pdb1
1qh4A2.pdb3	1qh4B2.pdb3
5l1mA1.pdb1	5l1mA2.pdb1
1zk9A1.pdb1	1zk9A2.pdb1
4juyB3.pdb1	4juyA1.pdb1
1juhC1.pdb1	1juhA1.pdb1
6e28D1.pdb1	6e28C1.pdb1
1dvpA1.pdb1	1dvpA2.pdb1
5z9sB1.pdb1	5z9sA1.pdb1
3bb8A1.pdb1	3bb8B1.pdb1
4km3A1.pdb1	4km3B1.pdb1
3umoB2.pdb1	3umoA2.pdb1
4ulvA1.pdb1	4ulvB1.pdb1
2rl0E1.pdb3	2rl0D1.pdb3
3rlcA1.pdb1	3rlcA2.pdb1
1w5fB1.pdb1	1w5fA1.pdb1
6pqhD1.pdb2	6pqhC1.pdb2
4rldB1.pdb5	4rldA1.pdb5
4rlrA1.pdb2	4rlrA2.pdb2
1sfcH1.pdb2	1sfcE1.pdb2
1sfcF1.pdb2	1sfcE1.pdb2
1kilA1.pdb1	1kilE1.pdb1
1n7sC1.pdb1	1n7sB1.pdb1
