6qvdB1.pdb1	6qvdA1.pdb1	2502.8
3qvlA5.pdb1	3qvlA3.pdb1	1642.7
3qvlA5.pdb1	3qvlA4.pdb1	126.35
3qvlA6.pdb1	3qvlA4.pdb1	126.35
3qvlA6.pdb1	3qvlA1.pdb1	1630.3
3qvlA3.pdb1	3qvlA4.pdb1	1630.2
3qvlA3.pdb1	3qvlA1.pdb1	126.35
3qvlA4.pdb1	3qvlA1.pdb1	1642.7
4qvmP1.pdb1	4qvmT1.pdb1	148.9
4qvmP1.pdb1	4qvmW1.pdb1	480.9
4qvmP1.pdb1	4qvmQ1.pdb1	1531.65
4qvmP1.pdb1	4qvmR1.pdb1	128.2
4qvmP1.pdb1	4qvmX1.pdb1	557.15
4qvmP1.pdb1	4qvmO1.pdb1	1395.0
4qvmP1.pdb1	4qvmS1.pdb1	138.5
4qvmP1.pdb1	4qvmU1.pdb1	140.9
4qvmP1.pdb1	4qvmV1.pdb1	285.05
4qvmG1.pdb1	4qvmN1.pdb1	460.7
4qvmG1.pdb1	4qvmB1.pdb1	133.05
4qvmG1.pdb1	4qvmH1.pdb1	653.0
4qvmG1.pdb1	4qvma1.pdb1	71.95
4qvmG1.pdb1	4qvmA1.pdb1	1420.95
4qvmG1.pdb1	4qvmF1.pdb1	1404.85
4qvmI1.pdb1	4qvmY1.pdb1	991.35
4qvmI1.pdb1	4qvmJ1.pdb1	610.65
4qvmI1.pdb1	4qvmB1.pdb1	474.45
4qvmI1.pdb1	4qvmH1.pdb1	1610.45
4qvmI1.pdb1	4qvmA1.pdb1	530.55
4qvmI1.pdb1	4qvmZ1.pdb1	719.9
4qvmN1.pdb1	4qvmM1.pdb1	663.5
4qvmN1.pdb1	4qvmb1.pdb1	644.8
4qvmN1.pdb1	4qvmH1.pdb1	519.2
4qvmN1.pdb1	4qvma1.pdb1	1377.65
4qvmN1.pdb1	4qvmF1.pdb1	486.15
4qvmC1.pdb1	4qvmJ1.pdb1	407.3
4qvmC1.pdb1	4qvmB1.pdb1	1568.15
4qvmC1.pdb1	4qvmD1.pdb1	1303.1
4qvmC1.pdb1	4qvmK1.pdb1	334.05
4qvmC1.pdb1	4qvmA1.pdb1	89.95
4qvmT1.pdb1	4qvmb1.pdb1	487.1
4qvmT1.pdb1	4qvma1.pdb1	452.3
4qvmT1.pdb1	4qvmO1.pdb1	159.55
4qvmT1.pdb1	4qvmS1.pdb1	1359.7
4qvmT1.pdb1	4qvmU1.pdb1	1404.85
4qvmW1.pdb1	4qvmX1.pdb1	605.95
4qvmW1.pdb1	4qvmK1.pdb1	995.7
4qvmW1.pdb1	4qvmL1.pdb1	723.5
4qvmW1.pdb1	4qvmO1.pdb1	527.45
4qvmW1.pdb1	4qvmV1.pdb1	1609.9
4qvmQ1.pdb1	4qvmY1.pdb1	327.75
4qvmQ1.pdb1	4qvmR1.pdb1	1293.75
4qvmQ1.pdb1	4qvmX1.pdb1	405.45
4qvmQ1.pdb1	4qvmO1.pdb1	95.85
4qvmY1.pdb1	4qvmJ1.pdb1	781.3
4qvmY1.pdb1	4qvmH1.pdb1	99.65
4qvmY1.pdb1	4qvmR1.pdb1	420.6
4qvmY1.pdb1	4qvmX1.pdb1	684.95
4qvmY1.pdb1	4qvmZ1.pdb1	659.6
4qvmJ1.pdb1	4qvmB1.pdb1	556.05
4qvmJ1.pdb1	4qvmX1.pdb1	726.9
4qvmJ1.pdb1	4qvmK1.pdb1	681.05
4qvmM1.pdb1	4qvmb1.pdb1	1373.7
4qvmM1.pdb1	4qvmE1.pdb1	593.7
4qvmM1.pdb1	4qvmL1.pdb1	958.4
4qvmM1.pdb1	4qvmF1.pdb1	455.25
4qvmM1.pdb1	4qvmU1.pdb1	69.3
4qvmM1.pdb1	4qvmV1.pdb1	926.6
4qvmB1.pdb1	4qvmH1.pdb1	279.9
4qvmB1.pdb1	4qvmD1.pdb1	124.45
4qvmB1.pdb1	4qvmE1.pdb1	150.45
4qvmB1.pdb1	4qvmA1.pdb1	1379.45
4qvmB1.pdb1	4qvmF1.pdb1	150.15
4qvmb1.pdb1	4qvma1.pdb1	661.5
4qvmb1.pdb1	4qvmU1.pdb1	457.5
4qvmb1.pdb1	4qvmV1.pdb1	513.65
4qvmH1.pdb1	4qvma1.pdb1	926.65
4qvmH1.pdb1	4qvmA1.pdb1	654.15
4qvmH1.pdb1	4qvmZ1.pdb1	1476.15
4qvmR1.pdb1	4qvmZ1.pdb1	543.45
4qvmR1.pdb1	4qvmO1.pdb1	32.3
4qvmR1.pdb1	4qvmS1.pdb1	1068.05
4qvmD1.pdb1	4qvmK1.pdb1	422.75
4qvmD1.pdb1	4qvmE1.pdb1	1040.75
4qvmD1.pdb1	4qvmL1.pdb1	534.5
4qvmD1.pdb1	4qvmA1.pdb1	27.9
4qvmX1.pdb1	4qvmK1.pdb1	776.15
4qvmK1.pdb1	4qvmL1.pdb1	661.35
4qvmK1.pdb1	4qvmV1.pdb1	100.5
4qvmE1.pdb1	4qvmL1.pdb1	362.6
4qvmE1.pdb1	4qvmA1.pdb1	66.65
4qvmE1.pdb1	4qvmF1.pdb1	1351.6
4qvmL1.pdb1	4qvmV1.pdb1	1484.75
4qvma1.pdb1	4qvmZ1.pdb1	973.3
4qvma1.pdb1	4qvmS1.pdb1	600.75
4qvmA1.pdb1	4qvmF1.pdb1	160.45
4qvmZ1.pdb1	4qvmS1.pdb1	362.75
4qvmO1.pdb1	4qvmS1.pdb1	65.15
4qvmO1.pdb1	4qvmU1.pdb1	1424.65
4qvmO1.pdb1	4qvmV1.pdb1	658.1
4qvmU1.pdb1	4qvmV1.pdb1	646.4
1qvzA1.pdb1	1qvzB1.pdb1	549.55
3qvhA2.pdb1	3qvhA1.pdb1	1393.8
2qv7A2.pdb2	2qv7A1.pdb2	736.0
3qvkB1.pdb2	3qvkB2.pdb2	129.0
3qvkB1.pdb2	3qvkB5.pdb2	1675.1
3qvkB1.pdb2	3qvkB3.pdb2	129.05
3qvkB1.pdb2	3qvkB4.pdb2	1681.4
3qvkB2.pdb2	3qvkB3.pdb2	129.05
3qvkB2.pdb2	3qvkB6.pdb2	1681.4
3qvkB2.pdb2	3qvkB4.pdb2	1675.1
3qvkB5.pdb2	3qvkB3.pdb2	1681.4
3qvkB5.pdb2	3qvkB6.pdb2	129.0
3qvkB5.pdb2	3qvkB4.pdb2	129.05
3qvkB3.pdb2	3qvkB6.pdb2	1675.1
3qvkB6.pdb2	3qvkB4.pdb2	129.05
2qvuB1.pdb1	2qvuB2.pdb1	1129.2
2qvuB1.pdb1	2qvuA1.pdb1	2331.8
2qvuB1.pdb1	2qvuA2.pdb1	724.2
2qvuB2.pdb1	2qvuA1.pdb1	724.2
2qvuB2.pdb1	2qvuA2.pdb1	2331.8
2qvuA1.pdb1	2qvuA2.pdb1	1052.9
3qvdE1.pdb3	3qvdF1.pdb3	4184.8
6qvlA1.pdb1	6qvlB1.pdb1	4497.4
1qvnA1.pdb1	1qvnC1.pdb1	283.55
1qv6A1.pdb1	1qv6B1.pdb1	1698.2
1qvtE4.pdb5	1qvtB1.pdb5	7.25
1qvtE4.pdb5	1qvtD4.pdb5	1543.1
1qvtA2.pdb5	1qvtB1.pdb5	97.7
1qvtA2.pdb5	1qvtB2.pdb5	1516.55
1qvtA2.pdb5	1qvtA1.pdb5	893.1
1qvtB1.pdb5	1qvtB2.pdb5	164.25
1qvtB1.pdb5	1qvtA1.pdb5	1516.6
1qvtB1.pdb5	1qvtD4.pdb5	916.15
1qvtB2.pdb5	1qvtA1.pdb5	97.7
1qvtB2.pdb5	1qvtD3.pdb5	916.15
1qvtB2.pdb5	1qvtE3.pdb5	7.25
1qvtD3.pdb5	1qvtE3.pdb5	1543.1
4qv9b1.pdb1	4qv9a1.pdb1	633.25
4qv9b1.pdb1	4qv9U1.pdb1	461.85
4qv9b1.pdb1	4qv9V1.pdb1	508.05
4qv9b1.pdb1	4qv9N1.pdb1	641.05
4qv9b1.pdb1	4qv9T1.pdb1	493.2
4qv9b1.pdb1	4qv9M1.pdb1	1364.7
4qv9B1.pdb1	4qv9A1.pdb1	1348.05
4qv9B1.pdb1	4qv9G1.pdb1	131.95
4qv9B1.pdb1	4qv9J1.pdb1	544.95
4qv9B1.pdb1	4qv9D1.pdb1	115.45
4qv9B1.pdb1	4qv9H1.pdb1	273.4
4qv9B1.pdb1	4qv9E1.pdb1	128.65
4qv9B1.pdb1	4qv9I1.pdb1	486.65
4qv9B1.pdb1	4qv9C1.pdb1	1554.4
4qv9B1.pdb1	4qv9F1.pdb1	137.2
4qv9Y1.pdb1	4qv9J1.pdb1	753.35
4qv9Y1.pdb1	4qv9H1.pdb1	93.2
4qv9Y1.pdb1	4qv9X1.pdb1	661.4
4qv9Y1.pdb1	4qv9Q1.pdb1	330.45
4qv9Y1.pdb1	4qv9R1.pdb1	425.55
4qv9Y1.pdb1	4qv9I1.pdb1	969.15
4qv9Y1.pdb1	4qv9Z1.pdb1	682.35
4qv9a1.pdb1	4qv9G1.pdb1	79.15
4qv9a1.pdb1	4qv9H1.pdb1	939.6
4qv9a1.pdb1	4qv9N1.pdb1	1361.7
4qv9a1.pdb1	4qv9T1.pdb1	454.85
4qv9a1.pdb1	4qv9S1.pdb1	597.85
4qv9a1.pdb1	4qv9Z1.pdb1	930.5
4qv9A1.pdb1	4qv9G1.pdb1	1392.9
4qv9A1.pdb1	4qv9D1.pdb1	23.75
4qv9A1.pdb1	4qv9H1.pdb1	659.5
4qv9A1.pdb1	4qv9E1.pdb1	61.45
4qv9A1.pdb1	4qv9I1.pdb1	535.55
4qv9A1.pdb1	4qv9C1.pdb1	83.9
4qv9A1.pdb1	4qv9F1.pdb1	154.65
4qv9G1.pdb1	4qv9H1.pdb1	641.5
4qv9G1.pdb1	4qv9N1.pdb1	463.95
4qv9G1.pdb1	4qv9F1.pdb1	1375.95
4qv9J1.pdb1	4qv9X1.pdb1	708.4
4qv9J1.pdb1	4qv9K1.pdb1	656.15
4qv9J1.pdb1	4qv9I1.pdb1	567.05
4qv9J1.pdb1	4qv9C1.pdb1	408.6
4qv9D1.pdb1	4qv9E1.pdb1	998.5
4qv9D1.pdb1	4qv9K1.pdb1	428.9
4qv9D1.pdb1	4qv9L1.pdb1	528.9
4qv9D1.pdb1	4qv9C1.pdb1	1269.05
4qv9P1.pdb1	4qv9X1.pdb1	546.9
4qv9P1.pdb1	4qv9Q1.pdb1	1516.15
4qv9P1.pdb1	4qv9U1.pdb1	134.8
4qv9P1.pdb1	4qv9V1.pdb1	277.85
4qv9P1.pdb1	4qv9W1.pdb1	490.9
4qv9P1.pdb1	4qv9T1.pdb1	136.9
4qv9P1.pdb1	4qv9R1.pdb1	120.9
4qv9P1.pdb1	4qv9O1.pdb1	1348.65
4qv9P1.pdb1	4qv9S1.pdb1	124.9
4qv9H1.pdb1	4qv9N1.pdb1	504.05
4qv9H1.pdb1	4qv9I1.pdb1	1639.05
4qv9H1.pdb1	4qv9Z1.pdb1	1463.6
4qv9E1.pdb1	4qv9M1.pdb1	589.8
4qv9E1.pdb1	4qv9L1.pdb1	351.85
4qv9E1.pdb1	4qv9F1.pdb1	1319.65
4qv9X1.pdb1	4qv9Q1.pdb1	406.55
4qv9X1.pdb1	4qv9K1.pdb1	752.35
4qv9X1.pdb1	4qv9W1.pdb1	559.15
4qv9Q1.pdb1	4qv9R1.pdb1	1267.85
4qv9Q1.pdb1	4qv9O1.pdb1	87.7
4qv9U1.pdb1	4qv9V1.pdb1	641.35
4qv9U1.pdb1	4qv9T1.pdb1	1369.6
4qv9U1.pdb1	4qv9M1.pdb1	78.55
4qv9U1.pdb1	4qv9O1.pdb1	1417.1
4qv9K1.pdb1	4qv9V1.pdb1	95.05
4qv9K1.pdb1	4qv9W1.pdb1	974.4
4qv9K1.pdb1	4qv9L1.pdb1	674.7
4qv9K1.pdb1	4qv9C1.pdb1	332.95
4qv9V1.pdb1	4qv9W1.pdb1	1635.5
4qv9V1.pdb1	4qv9M1.pdb1	941.3
4qv9V1.pdb1	4qv9O1.pdb1	662.45
4qv9V1.pdb1	4qv9L1.pdb1	1472.8
4qv9N1.pdb1	4qv9M1.pdb1	634.85
4qv9N1.pdb1	4qv9F1.pdb1	488.35
4qv9W1.pdb1	4qv9O1.pdb1	534.4
4qv9W1.pdb1	4qv9L1.pdb1	723.3
4qv9T1.pdb1	4qv9O1.pdb1	154.9
4qv9T1.pdb1	4qv9S1.pdb1	1317.8
4qv9R1.pdb1	4qv9O1.pdb1	25.65
4qv9R1.pdb1	4qv9S1.pdb1	1018.35
4qv9R1.pdb1	4qv9Z1.pdb1	538.75
4qv9I1.pdb1	4qv9Z1.pdb1	724.35
4qv9M1.pdb1	4qv9L1.pdb1	926.8
4qv9M1.pdb1	4qv9F1.pdb1	463.35
4qv9O1.pdb1	4qv9S1.pdb1	59.95
4qv9S1.pdb1	4qv9Z1.pdb1	352.7
1qvnD1.pdb2	1qvnB1.pdb2	497.2
1qvtE1.pdb2	1qvtD1.pdb2	1543.1
6qvpD1.pdb3	6qvpC1.pdb3	703.2
3qv7A3.pdb1	3qv7D3.pdb1	2211.0
